number,value,datetime_start,datetime_complete,duration,params_grid_size,params_hidden_layers,params_hidden_units,params_learning_rate,params_spline_order,user_attrs_compute_time_sec,user_attrs_err_k,user_attrs_err_u,system_attrs_tpe:relative_params:0,state
31,0.008292008050936737,2026-09-16 01:31:40.316426,2026-09-16 01:40:57.708072,0 days 00:09:17.391646,5,3,25,0.01,4,557.3889946937561,0.009925046707719208,0.006658969394154269,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 25, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
32,0.05946586794865131,2026-09-16 01:40:57.710088,2026-09-16 01:50:23.999040,0 days 00:09:26.288952,5,3,25,0.0001,4,566.2850143909454,0.09541662438080925,0.023515111516493364,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 25, ""learning_rate"": 0.0001, ""spline_order"": 4}",COMPLETE
33,0.04687142358404853,2026-09-16 01:50:24.000296,2026-09-16 01:57:33.655279,0 days 00:07:09.654983,5,3,25,0.01,3,429.6510910987854,0.0876412192861683,0.00610162788192875,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 25, ""learning_rate"": 0.01, ""spline_order"": 3}",COMPLETE
34,0.5839238950704606,2026-09-16 01:57:33.656687,2026-09-16 01:58:51.580543,0 days 00:01:17.923856,7,1,15,0.0001,2,77.9204695224762,0.5460492173941278,0.6217985727467935,"{""grid_size"": 7, ""hidden_layers"": 1, ""hidden_units"": 15, ""learning_rate"": 0.0001, ""spline_order"": 2}",COMPLETE
35,0.012004252956521504,2026-09-16 01:58:51.581387,2026-09-16 02:07:32.657879,0 days 00:08:41.076492,5,3,15,0.01,4,521.073748588562,0.014842761056288208,0.009165744856754799,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
36,0.01794811665669937,2026-09-16 02:07:32.659163,2026-09-16 02:16:06.571136,0 days 00:08:33.911973,5,3,15,0.01,4,513.9077739715576,0.027379378082248808,0.008516855231149931,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
37,0.03638016087380611,2026-09-16 02:16:06.572088,2026-09-16 02:24:42.245989,0 days 00:08:35.673901,5,3,15,0.01,4,515.6698021888733,0.05919513205373175,0.01356518969388047,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
38,0.11762386318543086,2026-09-16 02:24:42.247191,2026-09-16 02:26:59.758776,0 days 00:02:17.511585,5,3,15,0.01,2,137.50848054885864,0.20913877377380022,0.026108952597061513,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 2}",COMPLETE
39,0.04343052329776559,2026-09-16 02:26:59.759747,2026-09-16 02:35:37.900551,0 days 00:08:38.140804,5,3,15,0.001,4,518.1382164955139,0.07306882773774806,0.013792218857783124,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.001, ""spline_order"": 4}",COMPLETE
40,0.12340256227964651,2026-09-16 02:35:37.901662,2026-09-16 02:37:55.243297,0 days 00:02:17.341635,7,3,15,0.001,2,137.33883714675903,0.20692122532024496,0.03988389923904806,"{""grid_size"": 7, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.001, ""spline_order"": 2}",COMPLETE
41,0.030283976963019682,2026-09-16 02:37:55.244011,2026-09-16 02:44:23.968467,0 days 00:06:28.724456,5,2,15,0.01,4,388.7219281196594,0.023808242717193066,0.036759711208846295,"{""grid_size"": 5, ""hidden_layers"": 2, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
42,0.06381911659488547,2026-09-16 02:44:23.969091,2026-09-16 02:51:33.664755,0 days 00:07:09.695664,3,2,35,0.001,4,429.6927137374878,0.08413681048979159,0.04350142269997935,"{""grid_size"": 3, ""hidden_layers"": 2, ""hidden_units"": 35, ""learning_rate"": 0.001, ""spline_order"": 4}",COMPLETE
43,0.16155173217589777,2026-09-16 02:51:33.666096,2026-09-16 02:53:25.113994,0 days 00:01:51.447898,5,2,35,0.01,2,111.44445586204529,0.2945682301182582,0.028535234233537335,"{""grid_size"": 5, ""hidden_layers"": 2, ""hidden_units"": 35, ""learning_rate"": 0.01, ""spline_order"": 2}",COMPLETE
44,0.016670669419756874,2026-09-16 02:53:25.114788,2026-09-16 03:02:07.884683,0 days 00:08:42.769895,5,3,15,0.01,4,522.766996383667,0.024600820909613345,0.008740517929900403,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
45,0.4358032855926684,2026-09-16 03:02:07.885646,2026-09-16 03:07:13.932657,0 days 00:05:06.047011,5,1,35,0.0001,4,306.04368472099304,0.7302673922121435,0.14133917897319326,"{""grid_size"": 5, ""hidden_layers"": 1, ""hidden_units"": 35, ""learning_rate"": 0.0001, ""spline_order"": 4}",COMPLETE
46,0.026852096291462943,2026-09-16 03:07:13.934124,2026-09-16 03:15:52.397372,0 days 00:08:38.463248,5,3,15,0.01,4,518.4596807956696,0.04574866493465606,0.007955527648269825,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
47,0.05283383046377638,2026-09-16 03:15:52.398514,2026-09-16 03:24:13.581473,0 days 00:08:21.182959,3,3,15,0.01,4,501.18026328086853,0.010526231739607152,0.0951414291879456,"{""grid_size"": 3, ""hidden_layers"": 3, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
48,0.03916716850239745,2026-09-16 03:24:13.582282,2026-09-16 03:34:16.683141,0 days 00:10:03.100859,5,3,35,0.001,4,603.0981318950653,0.06726577187084155,0.011068565133953346,"{""grid_size"": 5, ""hidden_layers"": 3, ""hidden_units"": 35, ""learning_rate"": 0.001, ""spline_order"": 4}",COMPLETE
49,0.7833764404950343,2026-09-16 03:34:16.684379,2026-09-16 03:38:56.404875,0 days 00:04:39.720496,5,1,15,0.01,4,279.7167329788208,0.7498404674451616,0.816912413544907,"{""grid_size"": 5, ""hidden_layers"": 1, ""hidden_units"": 15, ""learning_rate"": 0.01, ""spline_order"": 4}",COMPLETE
